codfarmacia;aniomes;venta
415;2022-12;5186,98442
78;2022-12;5651,052534
313;2022-12;2926,718248
192;2022-12;7875,88252
326;2022-12;5920,865418
315;2022-12;11134,97127
261;2022-12;3400,272649
105;2022-12;3272,948104
205;2022-12;9288,021148
169;2022-12;8236,619103
445;2022-12;6893,032146
179;2022-12;13672,13997
487;2022-12;13634,63933
71;2022-12;9418,951023
68;2022-12;10199,44622
210;2022-12;8449,840191
60;2022-12;2083,0423
89;2022-12;2612,781128
170;2022-12;8227,702671
94;2022-12;16719,68866
285;2022-12;3713,520463
294;2022-12;5641,073375
30;2022-12;5351,604047
17;2022-12;1852,8549
27;2022-12;5928,194772
144;2022-12;8805,047241
109;2022-12;3305,637003
335;2022-12;6121,355091
234;2022-12;5573,187803
116;2022-12;6810,985957
13;2022-12;10134,99222
30;2022-12;7027,185105
154;2022-12;3559,487122
289;2022-12;2223,03082
132;2022-12;7161,090729
5;2022-12;12820,54941
146;2022-12;2590,982385
287;2022-12;8171,864365
153;2022-12;4861,789293
149;2022-12;3048,034712
489;2022-12;1484,1738
48;2022-12;16823,2139
427;2022-12;3646,0194
389;2022-12;4572,780346
28;2022-12;6064,251019
138;2022-12;17630,75978
395;2022-12;5715,055497
136;2022-12;1770,569591
425;2022-12;1586,836277
118;2022-12;6665,476079
26;2022-12;4317,076747
52;2022-12;4060,1235
336;2022-12;3888,42903
226;2022-12;7134,182016
107;2022-12;2611,903627
29;2022-12;6418,373335
227;2022-12;3958,976073
124;2022-12;2848,445141
272;2022-12;9608,497663
34;2022-12;8160,236058
472;2022-12;3719,791166
241;2022-12;6754,193133
276;2022-12;9960,394458
155;2022-12;7302,9294
121;2022-12;3832,20362
152;2022-12;14002,48371
220;2022-12;9483,069257
320;2022-12;11538,19709
92;2022-12;6836,265066
63;2022-12;5449,8258
493;2022-12;627,699
208;2022-12;9186,056994
74;2022-12;6646,78924
257;2022-12;6172,258784
173;2022-12;7968,857949
175;2022-12;3314,354248
483;2022-12;4229,822662
400;2022-12;6763,597065
198;2022-12;3952,851066
179;2022-12;18085,75191
365;2022-12;4267,866514
356;2022-12;4253,1757
101;2022-12;8832,900674
251;2022-12;5001,823264
406;2022-12;8489,844119
75;2022-12;3926,580299
159;2022-12;5136,540459
457;2022-12;7904,828197
307;2022-12;1901,912861
374;2022-12;7135,248981
86;2022-12;5130,112612
85;2022-12;7862,661917
307;2022-12;4586,908766
315;2022-12;9877,850374
264;2022-12;12221,94804
180;2022-12;4897,809907
358;2022-12;15981,9368
490;2022-12;8036,528788
312;2022-12;3713,747072
256;2022-12;5854,3738
255;2022-12;21473,68611
64;2022-12;10104,45846
210;2022-12;6618,525745
323;2022-12;3597,212392
74;2022-12;8519,060815
73;2022-12;3165,688903
352;2022-12;3894,699474
62;2022-12;1684,885232
418;2022-12;6592,098533
268;2022-12;7292,878646
482;2022-12;1006,187
258;2022-12;7487,43402
362;2022-12;11835,79994
204;2022-12;7570,60875
476;2022-12;3405,3923
320;2022-12;11103,33823
91;2022-12;2634,586916
351;2022-12;8436,249499
63;2022-12;6757,116636
83;2022-12;9938,826328
189;2022-12;14648,41878
244;2022-12;10192,70425
190;2022-12;5933,948422
357;2022-12;3419,3361
80;2022-12;9523,882101
245;2022-12;3757,321896
247;2022-12;5246,681328
186;2022-12;2853,761521
163;2022-12;7038,58053
260;2022-12;12611,48962
157;2022-12;3149,247521
365;2022-12;4367,113715
79;2022-12;4441,889182
36;2022-12;5229,156682
502;2022-12;2423,946319
280;2022-12;5039,15807
154;2022-12;2633,402339
392;2022-12;9263,184726
278;2022-12;4452,688073
43;2022-12;8407,254085
44;2022-12;4084,256404
340;2022-12;7842,934245
126;2022-12;4064,67981
452;2022-12;9185,358365
38;2022-12;2555,589418
35;2022-12;5554,633085
107;2022-12;2441,118616
109;2022-12;5062,283097
54;2022-12;4381,568881
20;2022-12;3404,211001
486;2022-12;3050,400569
140;2022-12;2831,868953
15;2022-12;9787,249377
14;2022-12;10608,16668
332;2022-12;6896,990534
138;2022-12;20584,71478
230;2022-12;3643,738993
48;2022-12;16673,8781
22;2022-12;3384,418768
130;2022-12;7204,439534
6;2022-12;5751,102379
469;2022-12;6860,491109
386;2022-12;12463,86981
240;2022-12;15432,95037
292;2022-12;5187,878946
150;2022-12;4378,824825
129;2022-12;8837,472641
280;2022-12;4672,56555
150;2022-12;3884,604
10;2022-12;8094,384356
4;2022-12;7483,032713
225;2022-12;8018,724175
117;2022-12;10502,16657
119;2022-12;6142,01605
51;2022-12;6752,131511
422;2022-12;8432,75223
49;2022-12;6870,682259
229;2022-12;5901,191841
338;2022-12;4358,42792
57;2022-12;5274,993341
55;2022-12;4037,298582
217;2022-12;2826,5575
20;2022-12;2766,853183
18;2022-12;6110,579844
19;2022-12;7960,43466
138;2022-12;20369,2216
28;2022-12;7185,923204
342;2022-12;4854,079469
137;2022-12;7451,205086
409;2022-12;2664,265
283;2022-12;9668,766223
282;2022-12;5452,775265
21;2022-12;3475,351049
52;2022-12;3757,12961
345;2022-12;7449,431832
112;2022-12;4451,769671
111;2022-12;4820,795369
45;2022-12;2126,46748
272;2022-12;11218,30783
492;2022-12;1258,9435
132;2022-12;6836,552901
393;2022-12;6972,972
274;2022-12;3781,105953
382;2022-12;6978,643216
41;2022-12;3541,888833
122;2022-12;14676,5346
277;2022-12;7971,634382
385;2022-12;10142,5937
452;2022-12;9218,11212
219;2022-12;8423,77176
504;2022-12;6054,703475
10;2022-12;8501,255644
229;2022-12;6245,94345
16;2022-12;7694
23;2022-12;6711,350583
53;2022-12;5223,035207
337;2022-12;9088,534448
134;2022-12;9159,12394
283;2022-12;11416,62218
390;2022-12;1810,034188
211;2022-12;3714,781731
52;2022-12;3704,251294
138;2022-12;19266,12835
473;2022-12;4568,164005
33;2022-12;4723,7701
449;2023-01;5711,600206
6;2023-01;5518,331046
121;2023-01;3896,060519
132;2023-01;6978,422677
223;2023-01;3657,836329
146;2023-01;2707,852716
272;2023-01;10941,50516
404;2023-01;9407,711158
79;2023-01;5147,144594
363;2023-01;3982,587562
182;2023-01;5401,924269
377;2023-01;4930,337767
308;2023-01;15042,02466
309;2023-01;5293,892841
83;2023-01;10516,33812
365;2023-01;4508,112796
376;2023-01;10502,80312
315;2023-01;11374,7132
324;2023-01;7884,372956
158;2023-01;20721,44513
174;2023-01;5118,138712
259;2023-01;4537,537529
360;2023-01;9246,172318
68;2023-01;9693,611709
478;2023-01;11825,13849
92;2023-01;6822,457973
91;2023-01;2524,809
65;2023-01;4357,303095
440;2023-01;6842,8274
378;2023-01;4097,650808
252;2023-01;6104,159211
374;2023-01;7190,319743
186;2023-01;3349,810741
159;2023-01;4928,150135
76;2023-01;3773,297615
417;2023-01;4888,123545
79;2023-01;5290,037957
308;2023-01;15169,91195
311;2023-01;4848,379071
97;2023-01;8287,675514
250;2023-01;7071,905
60;2023-01;1977,4189
171;2023-01;6133,156214
170;2023-01;8572,431553
361;2023-01;10229,58855
465;2023-01;31771,21466
378;2023-01;2679,501478
439;2023-01;3590,9713
200;2023-01;4528,034197
199;2023-01;6219,314628
179;2023-01;16298,28622
198;2023-01;3724,871076
318;2023-01;10953,44102
66;2023-01;6404,208228
195;2023-01;4776,067233
177;2023-01;11393,84107
269;2023-01;9007,495333
317;2023-01;5808,269892
321;2023-01;1510,546376
174;2023-01;4439,67855
369;2023-01;5440,53776
416;2023-01;1110,188938
68;2023-01;8534,11122
179;2023-01;14030,75132
360;2023-01;8517,726809
66;2023-01;6272,679537
317;2023-01;5783,689995
269;2023-01;10764,10606
70;2023-01;2573,478396
204;2023-01;6881,938743
366;2023-01;1997,031727
201;2023-01;1420,297141
477;2023-01;3833,25281
193;2023-01;4435,856185
408;2023-01;6391,208177
210;2023-01;7621,864934
165;2023-01;4630,906892
435;2023-01;5234,319227
189;2023-01;11757,47126
182;2023-01;4862,720705
474;2023-01;2282,668012
247;2023-01;5775,207659
249;2023-01;7995,275658
248;2023-01;5846,366582
250;2023-01;7829,8104
77;2023-01;1128,953438
105;2023-01;3489,767135
159;2023-01;6138,498017
457;2023-01;6513,39494
398;2023-01;5116,951106
428;2023-01;3367,411583
326;2023-01;8327,346781
69;2023-01;9501,998108
408;2023-01;7046,306936
210;2023-01;8522,927684
361;2023-01;8770,037369
169;2023-01;7919,1684
60;2023-01;1902,3113
169;2023-01;7494,962671
493;2023-01;1594,7269
370;2023-01;13923,47395
88;2023-01;6187,253627
205;2023-01;10024,89171
206;2023-01;7316,801101
73;2023-01;2368,214278
256;2023-01;6528,887934
199;2023-01;1943,566351
487;2023-01;13892,83671
360;2023-01;9062,465938
318;2023-01;9663,304037
197;2023-01;3033,931551
177;2023-01;11960,27624
417;2023-01;7215,543928
428;2023-01;3218,228437
407;2023-01;5172,337689
312;2023-01;3994,81112
251;2023-01;5463,700366
315;2023-01;11391,24736
159;2023-01;5495,496016
314;2023-01;5732,388578
415;2023-01;4645,528688
79;2023-01;5217,10035
80;2023-01;10537,17987
181;2023-01;3778,810737
99;2023-01;1726,42457
472;2023-01;2595,569184
131;2023-01;1841,448706
275;2023-01;3122,677629
331;2023-01;6072,317459
126;2023-01;4537,312817
153;2023-01;6147,0596
128;2023-01;2987,979694
45;2023-01;5836,728928
155;2023-01;7439,5136
224;2023-01;5098,841048
36;2023-01;4870,66799
296;2023-01;5185,6992
345;2023-01;6624,658283
395;2023-01;6473,298535
143;2023-01;9447,615744
427;2023-01;4510,044701
230;2023-01;2989,047883
58;2023-01;6425,785494
30;2023-01;5058,730113
140;2023-01;2671,676075
111;2023-01;5320,018681
230;2023-01;3044,679785
394;2023-01;7102,679146
144;2023-01;9248,022791
411;2023-01;5041,062053
110;2023-01;9686,441943
135;2023-01;7971,538778
129;2023-01;7597,7619
221;2023-01;5667,441248
238;2023-01;2427,414362
47;2023-01;1688,9181
293;2023-01;11216,2218
33;2023-01;6476,8065
34;2023-01;5797,620588
480;2023-01;1889,773263
129;2023-01;7325,06124
128;2023-01;1771,423525
222;2023-01;2859,459283
472;2023-01;4258,500476
412;2023-01;2536,514995
274;2023-01;3945,658844
276;2023-01;11144,52769
27;2023-01;5675,993623
145;2023-01;6892,436366
226;2023-01;6852,822417
53;2023-01;6313,414534
51;2023-01;6168,863165
112;2023-01;5297,107964
31;2023-01;12553,24896
395;2023-01;5243,771116
489;2023-01;320,6576
211;2023-01;5176,06469
425;2023-01;1313,182142
136;2023-01;1767,777598
120;2023-01;6522,179093
188;2023-01;5515,484881
160;2023-01;5914,119584
444;2023-01;7879,259627
457;2023-01;7174,934303
326;2023-01;6686,671799
325;2023-01;12645,40023
365;2023-01;4171,952495
308;2023-01;13329,37344
447;2023-01;4150,108523
103;2023-01;3551,444593
442;2023-01;7501,625
163;2023-01;4889,398307
84;2023-01;7803,29778
474;2023-01;2418,833532
98;2023-01;9973,91481
203;2023-01;3423,022979
210;2023-01;6818,873289
65;2023-01;5370,609332
440;2023-01;7517,531684
67;2023-01;4903,653805
378;2023-01;2621,7192
487;2023-01;11106,15949
319;2023-01;9410,20187
64;2023-01;8195,586904
177;2023-01;10320,34444
195;2023-01;3996,231153
72;2023-01;2894,3499
320;2023-01;8065,680128
402;2023-01;7588,6945
431;2023-01;8650,794956
172;2023-01;10828,19376
90;2023-01;7124,670344
250;2023-01;8536,846941
436;2023-01;5495,667993
249;2023-01;11251,42937
363;2023-01;4708,290198
183;2023-01;2507,894724
327;2023-01;6531,7498
443;2023-01;3228,482448
254;2023-01;5058,050304
181;2023-01;3400,14056
447;2023-01;5244,152573
358;2023-01;14928,34976
165;2023-01;4391,526922
312;2023-01;3757,251386
497;2023-01;593,0012453
376;2023-01;7877,988844
160;2023-01;6167,115682
159;2023-01;6172,89246
186;2023-01;3470,992227
77;2023-01;1878,261293
173;2023-01;8913,346714
369;2023-01;4957,573817
206;2023-01;7876,145271
172;2023-01;8572,165389
202;2023-01;2265,719009
299;2023-01;18318,1938
360;2023-01;9674,746956
495;2023-01;5502,73961
66;2023-01;5776,296483
195;2023-01;3995,61964
361;2023-01;9319,182817
303;2023-01;1520,618463
175;2023-01;2944,909737
316;2023-01;712,0471524
216;2023-01;3653,692014
56;2023-01;5948,867978
286;2023-01;2152,147016
141;2023-01;7414,580747
112;2023-01;5273,866224
111;2023-01;5791,81235
135;2023-01;6567,952552
53;2023-01;5890,878345
411;2023-01;5133,775389
337;2023-01;9840,500516
136;2023-01;2127,966309
134;2023-01;8525,3826
26;2023-01;4487,029412
427;2023-01;5094,215273
139;2023-01;7752,024635
342;2023-01;4819,769588
395;2023-01;5788,993302
137;2023-01;8847,593749
153;2023-01;8823,018122
10;2023-01;6574,308239
4;2023-01;7374,507656
155;2023-01;6399,9685
471;2023-01;416,3048959
330;2023-01;4588,66645
131;2023-01;1846,694035
7;2023-01;16018,9202
275;2023-01;3064,80803
290;2023-01;8009,275133
127;2023-01;8762,424909
150;2023-01;4081,821927
291;2023-01;6139,283095
271;2023-01;14868,98768
114;2023-01;2873,751931
336;2023-01;4065,053633
390;2023-01;1715,985687
232;2023-01;4501,490287
211;2023-01;5005,44218
234;2023-01;5195,452915
116;2023-01;6948,238038
281;2023-01;4558,214844
53;2023-01;6776,926469
108;2023-01;1840,015808
55;2023-01;4953,04788
337;2023-01;10177,86032
485;2023-01;6530,343801
388;2023-01;9080,18853
141;2023-01;7886,19022
285;2023-01;2595,9191
58;2023-01;6243,511455
127;2023-01;7608,591706
291;2023-01;5406,309084
123;2023-01;8808,964484
330;2023-01;4289,695068
410;2023-01;10112,13916
382;2023-01;7018,634991
289;2023-01;6763,353364
449;2023-01;7754,522736
122;2023-01;14665,8015
6;2023-01;5661,277787
277;2023-01;7416,52012
43;2023-01;13182,44499
374;2023-01;7542,198179
246;2023-01;2235,282925
245;2023-01;473,5085
264;2023-01;11607,30752
83;2023-01;8878,604823
309;2023-01;5144,138772
190;2023-01;7594,791373
307;2023-01;566,8767321
161;2023-01;10211,04209
376;2023-01;8291,65865
73;2023-01;2222,777379
206;2023-01;6324,097839
298;2023-01;5275,971943
403;2023-01;5606,181877
70;2023-01;2370,838013
199;2023-01;7153,022631
465;2023-01;29123,82549
402;2023-01;9288,044927
351;2023-01;7902,965902
170;2023-01;9140,252364
201;2023-01;1804,349215
430;2023-01;5239,43179
380;2023-01;3378,55647
164;2023-01;2603,019172
75;2023-01;5178,822923
381;2023-01;4503,197417
79;2023-01;5226,272504
104;2023-01;7214,675599
157;2023-01;3851,4031
181;2023-01;4136,432162
381;2023-01;4987,506584
189;2023-01;15608,62084
358;2023-01;15674,51248
417;2023-01;4768,878525
247;2023-01;5833,869473
268;2023-01;6348,291903
458;2023-01;8459,931379
204;2023-01;7411,280715
317;2023-01;5966,126872
66;2023-01;5590,321552
266;2023-01;7924,596381
210;2023-01;5678,435503
166;2023-01;17292,57241
91;2023-01;3040,774037
68;2023-01;6241,051435
210;2023-01;5643,430358
207;2023-01;22546,79302
298;2023-01;6037,795489
403;2023-01;2595,3521
323;2023-01;3920,793101
115;2023-01;2211,304823
229;2023-01;5556,046893
462;2023-01;11548,12183
227;2023-01;3550,098944
137;2023-01;8383,537809
213;2023-01;8195,380837
281;2023-01;4369,500402
212;2023-01;3288,2555
518;2023-01;1221,843691
55;2023-01;4347,803921
13;2023-01;12771,24832
139;2023-01;6498,950442
9;2023-01;8093,874266
240;2023-01;15356,61699
33;2023-01;4634,411088
32;2023-01;5763,792216
274;2023-01;4385,826181
122;2023-01;20131,0424
276;2023-01;10574,19954
41;2023-01;2991,635396
3;2023-01;9883,748336
122;2023-01;22283,6998
132;2023-01;6895,514502
2;2023-01;5686,625468
153;2023-01;11967,85955
152;2023-01;12271,68645
485;2023-01;4645,031344
17;2023-01;2232,9561
468;2023-01;1115,1186
334;2023-01;4373,570414
217;2023-01;3818,6378
24;2023-01;2118,98222
281;2023-01;5311,999275
135;2023-01;7288,935948
337;2023-01;8402,157732
118;2023-01;381,311645
26;2023-01;4685,591724
230;2023-01;3005,290653
115;2023-01;2465,558851
112;2023-01;4618,280136
222;2023-01;6647,38142
43;2023-01;7808,717137
47;2023-01;1962,3493
471;2023-01;464,9735
6;2023-01;5349,449812
147;2023-01;1286,755889
472;2023-01;3261,635977
290;2023-01;6731,9099
132;2023-01;8131,554241
479;2023-01;2876,302
133;2023-01;6894,6133
329;2023-01;9901,323905
9;2023-01;7547,7798
47;2023-01;1870,553807
2;2023-01;7730,82249
153;2023-01;9394,883559
237;2023-01;7718,30629
410;2023-01;13435,59487
330;2023-01;3826,02807
276;2023-01;10111,84569
40;2023-01;3505,02337
224;2023-01;3646,489261
109;2023-02;2836,931606
212;2023-02;5043,090842
25;2023-02;10389,54994
51;2023-02;6339,373636
213;2023-02;6986,28438
119;2023-02;5839,35912
135;2023-02;7028,912023
23;2023-02;9515,666626
138;2023-02;16681,48473
339;2023-02;3894,504205
230;2023-02;3376,147994
48;2023-02;15665,82267
215;2023-02;638,9875
140;2023-02;2781,063785
216;2023-02;3041,987826
114;2023-02;3943,418362
388;2023-02;8823,092965
11;2023-02;5120,201913
143;2023-02;9674,385062
55;2023-02;5379,890944
109;2023-02;4292,83464
130;2023-02;3062,846129
155;2023-02;7664,819875
4;2023-02;7164,930704
276;2023-02;10175,3733
273;2023-02;3778,196106
34;2023-02;7159,88333
33;2023-02;5250,35233
219;2023-02;6918,696128
385;2023-02;9398,911568
473;2023-02;4529,515573
393;2023-02;4742,2446
469;2023-02;5860,644717
155;2023-02;7240,242023
147;2023-02;864,256845
329;2023-02;10220,64217
55;2023-02;4768,944382
145;2023-02;7102,137016
334;2023-02;3866,242216
111;2023-02;5586,6559
112;2023-02;5327,703408
294;2023-02;5279,455888
285;2023-02;3996,99325
421;2023-02;3410,582142
395;2023-02;5117,386558
116;2023-02;6978,518693
117;2023-02;9318,013087
411;2023-02;4928,628668
135;2023-02;6803,528985
343;2023-02;4360,229541
256;2023-02;5371,5202
302;2023-02;1208,648234
269;2023-02;9792,864606
495;2023-02;4977,3136
299;2023-02;22917,7844
441;2023-02;4600,54233
445;2023-02;6670,974981
458;2023-02;10510,43737
370;2023-02;9821,559862
174;2023-02;4946,307138
349;2023-02;2023,438783
193;2023-02;3457,622384
195;2023-02;4111,224551
179;2023-02;14236,96392
180;2023-02;4224,346918
99;2023-02;6812,595614
407;2023-02;3764,180713
405;2023-02;3839,905651
160;2023-02;5308,389066
106;2023-02;10519,63464
354;2023-02;4299,394551
314;2023-02;5653,906689
374;2023-02;8627,032256
160;2023-02;6382,176854
315;2023-02;13429,4341
415;2023-02;4338,648596
104;2023-02;6297,646419
377;2023-02;3060,958943
192;2023-02;8318,85259
101;2023-02;10405,6352
439;2023-02;5271,6232
166;2023-02;15110,15207
441;2023-02;5880,052697
418;2023-02;9472,481276
267;2023-02;17729,39516
208;2023-02;9136,609039
430;2023-02;5546,319444
169;2023-02;7199,934749
96;2023-02;3278,454034
438;2023-02;4977,820876
403;2023-02;1532,891072
257;2023-02;6133,560961
207;2023-02;18154,53912
483;2023-02;5066,462215
71;2023-02;9572,383414
400;2023-02;6754,429135
487;2023-02;11688,09415
260;2023-02;9793,14
104;2023-02;6912,621764
157;2023-02;5883,529461
417;2023-02;6676,973532
379;2023-02;1497,316561
406;2023-02;9117,646652
398;2023-02;3323,6741
249;2023-02;11271,87022
246;2023-02;1963,75316
306;2023-02;5910,925699
185;2023-02;3990,619391
100;2023-02;4067,389114
79;2023-02;5090,152055
158;2023-02;18092,54699
185;2023-02;3918,101259
86;2023-02;5090,784592
98;2023-02;10443,4673
85;2023-02;8920,385595
327;2023-02;7969,491924
399;2023-02;4505,72779
358;2023-02;15776,95108
103;2023-02;3186,431812
459;2023-02;5600,924573
325;2023-02;11305,88883
356;2023-02;4394,6056
428;2023-02;3079,5313
104;2023-02;6785,121849
365;2023-02;4173,328973
76;2023-02;4476,406666
323;2023-02;5814,276879
74;2023-02;7780,209298
197;2023-02;3670,581234
465;2023-02;20736,58282
200;2023-02;5507,671405
478;2023-02;11117,996
266;2023-02;9056,257852
360;2023-02;10770,4842
199;2023-02;2039,52699
92;2023-02;5643,55994
91;2023-02;3038,945533
478;2023-02;11252,63153
350;2023-02;11528,25103
173;2023-02;12178,33482
88;2023-02;4950,294751
494;2023-02;573,9123779
441;2023-02;5236,466794
208;2023-02;8983,382845
169;2023-02;7204,717239
458;2023-02;9698,999571
262;2023-02;3565,333254
106;2023-02;7092,971403
379;2023-02;2034,3358
406;2023-02;11530,08341
254;2023-02;5478,073904
371;2023-02;6566,794099
356;2023-02;4901,155878
260;2023-02;12044,41269
78;2023-02;6071,736286
264;2023-02;9205,107296
82;2023-02;2187,459949
490;2023-02;8945,118935
98;2023-02;7429,327227
246;2023-02;1987,729501
85;2023-02;8164,826964
305;2023-02;7820,147588
201;2023-02;1508,986203
62;2023-02;1838,434566
430;2023-02;6928,391651
61;2023-02;10148,85223
259;2023-02;4648,40614
402;2023-02;8402,428513
401;2023-02;5419,810102
69;2023-02;6966,180941
349;2023-02;632,2191698
317;2023-02;6982,120548
203;2023-02;3694,456834
231;2023-02;11425,47158
25;2023-02;8682,740538
51;2023-02;6663,856329
23;2023-02;9609,345878
136;2023-02;3584,112964
233;2023-02;3911,3626
52;2023-02;4501,770875
54;2023-02;4243,581949
120;2023-02;6531,181928
18;2023-02;6119,243271
114;2023-02;3655,097974
12;2023-02;5955,794788
332;2023-02;6233,907888
294;2023-02;5300,2114
57;2023-02;5206,994618
290;2023-02;8851,599237
123;2023-02;9248,893206
243;2023-02;1785,780563
329;2023-02;9962,450645
38;2023-02;2500,167661
238;2023-02;2703,734842
278;2023-02;4940,450974
287;2023-02;8915,606885
291;2023-02;4906,354043
280;2023-02;5460,428659
341;2023-02;7821,85199
216;2023-02;3392,96189
11;2023-02;6438,82858
143;2023-02;11057,89786
228;2023-02;4057,56809
140;2023-02;2541,6811
451;2023-02;2745,614085
57;2023-02;6064,966169
18;2023-02;6774,571246
25;2023-02;8970,148086
283;2023-02;12034,67857
49;2023-02;6364,02464
462;2023-02;11276,28079
389;2023-02;4374,389621
29;2023-02;6064,368869
278;2023-02;3648,693369
293;2023-02;8863,3191
150;2023-02;4339,711271
504;2023-02;7092,085346
225;2023-02;7067,34854
3;2023-02;9749,630821
6;2023-02;4692,683868
223;2023-02;3613,185126
453;2023-02;4851,982346
329;2023-02;9703,17389
146;2023-02;2942,510829
5;2023-02;12923,41664
385;2023-02;12063,61546
272;2023-02;12309,26399
216;2023-02;2946,011656
15;2023-02;9149,530437
332;2023-02;6528,567161
409;2023-02;3456,4876
51;2023-02;5686,749513
466;2023-02;1209,746249
53;2023-02;4927,045963
343;2023-02;4428,33209
336;2023-02;4245,532558
109;2023-02;3257,32363
144;2023-02;9154,572792
49;2023-02;6929,740591
462;2023-02;11862,91026
486;2023-02;3064,4078
2;2023-02;7587,46158
237;2023-02;7121,295097
45;2023-02;5231,971864
149;2023-02;3516,877644
280;2023-02;4246,658022
341;2023-02;8917,584139
276;2023-02;11661,64385
40;2023-02;3458,087313
3;2023-02;9570,288632
412;2023-02;3540,26564
453;2023-02;5156,68963
124;2023-02;3674,062757
290;2023-02;6870,711639
221;2023-02;5171,922522
240;2023-02;14776,53951
48;2023-02;16462,05693
111;2023-02;5774,898712
25;2023-02;8197,99945
343;2023-02;3989,256068
23;2023-02;9525,586211
283;2023-02;11500,98085
390;2023-02;1422,654277
120;2023-02;6049,527485
18;2023-02;5921,81725
411;2023-02;5019,37781
27;2023-02;5978,652324
216;2023-02;2716,74335
388;2023-02;7541,425296
143;2023-02;11179,83476
284;2023-02;7268,099471
294;2023-02;5635,49759
9;2023-02;8916,604909
156;2023-02;3209,477967
471;2023-02;256,0088
275;2023-02;3098,110188
38;2023-02;2482,8243
5;2023-02;15760,53274
472;2023-02;1976,5037
276;2023-02;8596,040436
225;2023-02;8090,486342
224;2023-02;4716,153847
277;2023-02;8985,45975
470;2023-02;4448,727834
222;2023-02;3234,577421
45;2023-02;4533,864306
151;2023-02;4408,520268
44;2023-02;4690,936256
502;2023-02;2531,294389
76;2023-02;3447,922424
379;2023-02;1736,1908
251;2023-02;4927,477414
191;2023-02;1552,854831
365;2023-02;3814,258276
182;2023-02;4779,281619
189;2023-02;14779,68661
358;2023-02;18018,17974
190;2023-02;5655,087634
191;2023-02;3241,876109
357;2023-02;3076,581005
490;2023-02;9044,227806
442;2023-02;7944,5455
457;2023-02;7148,970232
414;2023-02;401982,3403
246;2023-02;2058,496373
170;2023-02;9591,426
172;2023-02;9793,700894
476;2023-02;530,9394987
96;2023-02;5871,928483
89;2023-02;3143,816092
370;2023-02;10659,05807
62;2023-02;1859,061698
418;2023-02;6447,473004
316;2023-02;1584,1684
258;2023-02;6119,040307
458;2023-02;9245,963502
465;2023-02;34428,47392
166;2023-02;14608,68739
320;2023-02;9849,825509
351;2023-02;8146,788201
193;2023-02;3302,825097
349;2023-02;2053,208725
440;2023-02;7058,54968
178;2023-02;3846,552976
200;2023-02;5049,753054
175;2023-02;3335,952902
478;2023-02;12866,67468
324;2023-02;9293,640364
87;2023-02;4274,23471
248;2023-02;6291,668977
83;2023-02;10638,77832
102;2023-02;7333,36731
181;2023-02;2994,031194
446;2023-02;7391,734366
262;2023-02;2910,783209
187;2023-02;3506,244327
355;2023-02;8541,327765
75;2023-02;4068,496358
323;2023-02;4353,357329
367;2023-02;1848,08527
72;2023-02;2968,99669
266;2023-02;8182,046726
351;2023-02;10188,48933
368;2023-02;2396,536693
445;2023-02;7704,629214
268;2023-02;7027,095483
430;2023-02;6178,77949
346;2023-02;3927,776611
400;2023-02;5919,381426
193;2023-02;3175,099648
487;2023-02;12354,77935
195;2023-02;4785,904241
493;2023-02;1811,9171
441;2023-02;4304,966068
201;2023-02;1551,994093
431;2023-02;10426,04037
173;2023-02;10163,79558
205;2023-02;9824,98781
359;2023-02;6092,463824
203;2023-02;3351,937753
59;2023-02;4145,939788
438;2023-02;4442,570158
439;2023-02;4362,881023
401;2023-02;5833,467425
361;2023-02;9684,72906
65;2023-02;4764,37225
440;2023-02;7502,25524
311;2023-02;5139,56962
79;2023-02;5361,69811
446;2023-02;7260,018681
381;2023-02;4793,131802
377;2023-02;4088,41562
436;2023-02;14375,58935
354;2023-02;4931,974567
164;2023-02;2561,371563
437;2023-02;6626,959061
247;2023-02;4350,071283
98;2023-02;7605,723412
376;2023-02;9557,973386
315;2023-02;10402,56924
324;2023-02;10157,42536
417;2023-02;6620,93267
191;2023-02;2254,813235
244;2023-02;8975,706538
189;2023-02;13831,48
407;2023-02;3727,697989
303;2023-02;1816,012376
209;2023-02;4188,824399
465;2023-02;30237,45928
168;2023-02;5154,079089
202;2023-02;2314,148917
298;2023-02;4808,47124
257;2023-02;5358,298968
432;2023-02;19163,68093
200;2023-02;4531,675525
319;2023-02;8454,509856
66;2023-02;5947,095251
195;2023-02;4535,044618
399;2023-02;4774,460006
371;2023-02;6479,971543
192;2023-02;8904,66122
261;2023-02;3300,244504
161;2023-02;8581,196919
496;2023-02;2839,017508
457;2023-02;7682,850029
186;2023-02;3098,497177
251;2023-02;2862,628583
474;2023-02;2105,474138
414;2023-02;572769,9181
404;2023-02;7414,532447
309;2023-02;4717,77809
183;2023-02;2416,415481
241;2023-02;8301,187521
273;2023-02;4030,654819
272;2023-02;12231,28461
292;2023-02;4742,367152
148;2023-02;979,884021
340;2023-02;9470,88197
154;2023-02;3316,004745
6;2023-02;5657,280632
470;2023-02;5777,187098
121;2023-02;3771,319389
382;2023-02;2264,471299
289;2023-03;4983,265399
283;2023-03;11128,99213
211;2023-03;3841,702732
282;2023-03;4537,898782
335;2023-03;6163,281279
116;2023-03;7662,0289
28;2023-03;6673,534334
138;2023-03;18423,43036
13;2023-03;12811,25237
284;2023-03;6845,194813
486;2023-03;2567,2116
